view,kind,lag,layer,head,value,count
post_rope,k,2,26,0,0.7524825400776334,18
post_rope,k,2,26,1,0.6630331873893738,18
post_rope,k,2,26,2,0.7557367467217975,18
post_rope,k,2,26,3,0.671804365184572,18
post_rope,k,2,27,-1,0.8127933674388461,72
post_rope,k,2,27,0,0.784941726260715,18
post_rope,k,2,27,1,0.9998219708601633,18
post_rope,k,2,27,2,0.7350281741884019,18
post_rope,k,2,27,3,0.7313815388414595,18
post_rope,k,4,0,-1,0.9988009929656982,56
post_rope,k,4,0,0,0.9995069759232658,14
post_rope,k,4,0,1,0.9986023775168827,14
post_rope,k,4,0,2,0.9988942359175,14
post_rope,k,4,0,3,0.9982004123074668,14
post_rope,k,4,1,-1,0.8548012162957873,56
post_rope,k,4,1,0,0.9983410962990352,14
post_rope,k,4,1,1,0.8127802780696324,14
post_rope,k,4,1,2,0.7587175709860665,14
post_rope,k,4,1,3,0.8493659283433642,14
post_rope,k,4,2,-1,0.8111071033137185,56
post_rope,k,4,2,0,0.5255367032119206,14
post_rope,k,4,2,1,0.9388468137809208,14
post_rope,k,4,2,2,0.9039963739258903,14
post_rope,k,4,2,3,0.8760485308510917,14
post_rope,k,4,3,-1,0.8804375955036708,56
post_rope,k,4,3,0,0.9857439313616071,14
post_rope,k,4,3,1,0.7079299475465503,14
post_rope,k,4,3,2,0.8910858375685555,14
post_rope,k,4,3,3,0.936990635735648,14
post_rope,k,4,4,-1,0.6149704584053585,56
post_rope,k,4,4,0,0.6999685295990535,14
post_rope,k,4,4,1,0.37893289753368925,14
post_rope,k,4,4,2,0.7733619255678994,14
post_rope,k,4,4,3,0.6076184936932155,14
post_rope,k,4,5,-1,0.7090168254716056,56
post_rope,k,4,5,0,0.8110645626272474,14
post_rope,k,4,5,1,0.8096742885453361,14
post_rope,k,4,5,2,0.6166152741227832,14
post_rope,k,4,5,3,0.5987131276300975,14
post_rope,k,4,6,-1,0.7488405321325574,56
post_rope,k,4,6,0,0.5298481860331127,14
post_rope,k,4,6,1,0.8251942609037671,14
post_rope,k,4,6,2,0.920331243957792,14
post_rope,k,4,6,3,0.7199883844171252,14
post_rope,k,4,7,-1,0.8233010343142918,56
post_rope,k,4,7,0,0.8029576923166003,14
post_rope,k,4,7,1,0.7713406256267002,14
post_rope,k,4,7,2,0.8340379127434322,14
post_rope,k,4,7,3,0.8848678980554853,14
